colors,language,type,text,flavor,title
G,Portuguese (Brazil),Criatura — Humano Batedor,"Quando Guia das Matas entrar no campo de batalha, coloque um marcador +1/+1 sobre a criatura alvo.","""Você sabe fazer uma fogueira? Rastrear um gamo? Identificar árvores assassinas? Então você jamais sobreviveria em Kessig sem mim.""",Guia das Matas
G,Portuguese (Brazil),Encantamento,"No início de sua manutenção, compre um card se você controlar a criatura com maior poder ou uma das que tem o maior poder.","""Livre-me desta maldição, bruxa, ou morra comigo."" — Garruk Falabravo",Triunfo da Ferocidade
G,Portuguese (Brazil),Criatura — Humano Xamã,"{1}{G}, {T}: A criatura alvo que você controla luta com outra criatura alvo. (Cada uma causa dano igual ao seu poder à outra.)","""Haverá paz em Innistrad, mas não antes que tenhamos cuidado de todas as abominações, uma por uma.""",Rastreador de Ulvenwald
G,Portuguese (Brazil),Criatura — Lobo,As criaturas com poder menor que o de Lobo Errante não podem bloqueá-lo.,"Os humanos ainda temiam os lobos, mesmo que jamais se tenha provado haver qualquer relação entre eles e a maldição da licantropia.",Lobo Errante
G,Portuguese (Brazil),Encantamento,"Toda vez que uma criatura que você controla se tornar alvo de uma mágica instantânea ou feitiço, aquela criatura receberá +3/+3 até o final do turno.","""Quando a civilização estender sua mão gananciosa, decepe na altura do pulso."" — Garruk Falabravo",Desafio Selvagem
G,Portuguese (Brazil),Criatura — Espírito,"Enquanto for o seu turno, Geist da Mata Selvagem receberá +2/+2.",Os geists que habitam as florestas remotas de Kessig são tão indomáveis quanto a própria mata.,Geist da Mata Selvagem
G,Portuguese (Brazil),Criatura — Lobo Guerreiro,"Lampejo (Você poderá conjurar esta mágica a qualquer momento em que puder conjurar uma mágica instantânea.)
{1}{G}: Regenere Vingador Lupíneo.",Libertado de uma sombria maldição e comprometido com uma causa maior.,Vingador Lupíneo
G,Portuguese (Brazil),Criatura — Espírito Ent,"{2}{G}{G}: Espírito do Teixo recebe +X/+X até o final do turno, sendo X igual ao seu poder.","""Eu me pergunto o que existia nas florestas primordiais antes dos humanos."" — Anciã Rimheit",Espírito do Teixo
W,Portuguese (Brazil),Criatura — Anjo Aliado,"VoarQuando Anjo da Renovação entra no campo de batalha, você ganha 1 ponto de vida para cada criatura que você controla.","""Chega de medo. Chega de fracassos. Chega de morte. Chega!""",Anjo da Renovação
W,Portuguese (Brazil),Encantamento — Aura,"Encantar criaturaQuando Dádiva Angelical entrar no campo de batalha, compre um card.A criatura encantada tem voar.","""Zendikar triunfará hoje, e os nossos exércitos voarão com os anjos.""",Dádiva Angelical
W,Portuguese (Brazil),Criatura — Kor Batedor Aliado,{4}{W}: As criaturas que você controla recebem +1/+1 até o final do turno.,"Embora haja muitas perdas entre os batedores dos Refúgios de Pedra, eles jamais hesitam no cumprimento do dever.",Vigia da Beira do Penhasco
W,Portuguese (Brazil),Criatura — Grifo,"VoarQuando Grifo Mensageiro entra no campo de batalha, você ganha 2 pontos de vida.","""O Portão Marinho caiu. Os sobreviventes estão em marcha. Mandaremos outro grifo quando encontrarmos refúgio. Continue no esconderijo. Continue em segurança.""— Mensagem de Tars Olan, oferenda-ao-mundo kor",Grifo Mensageiro
W,Portuguese (Brazil),Criatura — Felino Besta,Sacrifique Filhote Felidar: Destrua o encantamento alvo.,Os felidares que superam o primeiro ano de vida podem facilmente viver mais cem.,Filhote Felidar
W,Portuguese (Brazil),Criatura — Felino Besta,"Vigilância, vínculo com a vidaNo início de sua manutenção, se você tiver 40 ou mais pontos de vida, você vence o jogo.","Ele observa a paisagem que definha, à espera de uma vitória que só ele consegue ver.",Soberano Felidar
W,Portuguese (Brazil),Criatura — Barreira,Defensor,"As defesas do refúgio permitem que os novos recrutas vejam Eldrazi menores de perto, preparando o estômago para o que está por vir.",Antemuro Fortificado
W,Portuguese (Brazil),Criatura — Kor Espírito,"Voar, vigilância",Os místicos dos Refúgios de Pedra invocam os espíritos de heróis que tombaram para defender os refúgios.,Sentinela Fantasmagórica
W,Portuguese (Brazil),Mágica Instantânea,Repreensão de Gideon causa 4 pontos de dano à criatura alvo atacante ou bloqueadora.,"""De repente, Gideon estava lá conosco, abrindo caminho para que pudéssemos escapar.""— Os Diários da Guerra",Repreensão de Gideon
W,Portuguese (Brazil),Criatura — Humano Cavaleiro Aliado,"Reunir — Toda vez que Herói de Goma Fada ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla ganham indestrutível até o final do turno.","""Eles querem nos abater. Vamos mostrar nossa força a eles!""",Herói de Goma Fada
W,Portuguese (Brazil),Mágica Instantânea,As criaturas que você controla recebem +2/+1 até o final do turno.,"""Pelas terras que vocês perderam e pela beleza que resta, pela liberdade e pelo futuro, precisamos dar tudo de nós!""— Gideon Jura",Ataque Inspirado
W,Portuguese (Brazil),Criatura — Kor Batedor,Voar,"""O vento no cabelo, o sol nas costas, a alegria do céu aberto... a próxima geração dos kor precisa conhecer esse tipo de paz.""",Batedor Aerovelista
W,Portuguese (Brazil),Criatura — Kor Soldado Aliado,"Reunir — Toda vez que Lâmina-veloz Kor ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla ganham iniciativa até o final do turno.",O zumbido de um gancho a girar é o único grito de batalha de que ela precisa.,Lâmina-veloz Kor
W,Portuguese (Brazil),Criatura — Kor Mago Aliado,Castigador Kor não pode ser bloqueado por Rebentos Eldrazi.,"""Ele disse para não nos preocuparmos e entrou na caverna. A massa de Eldrazi se abriu para deixá-lo entrar e depois se fechou atrás dele.""— Akiri, fundeira de linha kor",Castigador Kor
W,Portuguese (Brazil),Criatura — Kor Soldado Aliado,"Reunir — Toda vez que Enlaçadores Kor ou outro Aliado entrar no campo de batalha sob o seu controle, vire a criatura alvo que um oponente controla.","""Viemos a este mundo juntos. Lutamos por este mundo juntos. Deixaremos este mundo juntos.""",Enlaçadores Kor
W,Portuguese (Brazil),Criatura — Humano Batedor Aliado,"Reunir — Toda vez que Batedor de Lanterna ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla ganham vínculo com a vida até o final do turno.",As lanternas de edro afastam mais do que apenas a escuridão.,Batedor de Lanterna
W,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe +2/+2 até o final do turno. Previna todo o dano que seria causado àquela criatura neste turno por fontes incolores.,"""Mesmo nas mãos de amadores, os edros de Nahiri podem ferir os Eldrazi.""— Ugin",Foco do Litomante
W,Portuguese (Brazil),Criatura — Humano Cavaleiro Aliado,"Reunir — Toda vez que Patrulha de Makindi ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla ganham vigilância até o final do turno.","Trabalhando com sua nobre montaria, ele percebe todas as silhuetas no horizonte, todos os aromas no ar, todos os tremores na terra.",Patrulha de Makindi
W,Portuguese (Brazil),Criatura — Besta,"IniciativaAterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Megacórneo de Ondu recebe +2/+2 até o final do turno.","""Que seus chifres se enterrem na cara ossuda de um Eldrazi, brutamontes turrão!""— Bruse Tarl, nômade de Goma Fada",Megacórneo de Ondu
W,Portuguese (Brazil),Mágica Instantânea,Retaliação do Turbilhão causa 5 pontos de dano divididos como você escolher entre qualquer número de criaturas atacantes ou bloqueadoras alvo.,"""Podemos usar a fome deles para levá-los ao perigo. Se já somos caça, podemos muito bem ser isca!""— Yon Basrel, sobrevivencialista de Oran-Rief",Retaliação do Turbilhão
W,Portuguese (Brazil),Criatura — Humano Clérigo Aliado,"Toda vez que você ganha pontos de vida, você pode pagar {W}. Se fizer isso, coloque um marcador +1/+1 na criatura alvo.","""Eu posso lhe dar força, mas você precisa trazer sua própria coragem.""",Guardião Sereno
W,Portuguese (Brazil),Criatura — Kor Soldado,Voar,"Alguns grupos de kor buscaram refúgio dos Eldrazi nas vastas redes de cavernas de Zendikar, contando com a própria habilidade de sobreviver em ambientes verticais hostis.",Planador das Sombras
W,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo com poder igual ou superior a 4.,"Depois de ver os kor em batalha, Gideon entendeu a diferença entre trabalhar em conjunto e trabalhar como se fossem um só.",Golpear o Monstruoso
W,Portuguese (Brazil),Criatura — Kor Clérigo,"{W}, {T}: Você ganha 1 ponto de vida.","""Hoje em dia, os soldados nunca ficam por aqui tempo suficiente para se curar adequadamente. Eles só querem que eu os costure para poderem voltar correndo para a luta.""",Médico do Refúgio de Pedra
W,Portuguese (Brazil),Mágica Instantânea,Até duas criaturas alvo recebem +1/+2 cada uma até o final do turno. Você ganha 2 pontos de vida.,"Em tempo de infestação e guerra, Zendikar precisa de espadas que golpeiem em uníssono.",Táticas em Tandem
W,Portuguese (Brazil),Feitiço,Convergir — Coloque no campo de batalha uma ficha de criatura branca 1/1 do tipo Kor Aliado para cada cor de mana gasto para conjurar Front Unificado.,O orgulho que os kor tinham de sua independência deu lugar a um forte senso de comunidade que compreende a totalidade de Zendikar.,Front Unificado
U,Portuguese (Brazil),Mágica Instantânea,Olhe os três cards do topo de seu grimório. Coloque um deles na sua mão e os restantes no fundo do seu grimório em qualquer ordem.,Prever o futuro é fácil quando se tem o poder de alterá-lo.,Antecipar
U,Portuguese (Brazil),Feitiço,"Convergir — Compre X cards, sendo X o número de cores de mana gasto para conjurar Espectro Brilhante. Depois, descarte dois cards.",Há mais para se ver em Zendikar do que os olhos podem perceber.,Espectro Brilhante
U,Portuguese (Brazil),Criatura — Peixe,Voar,"Quando os adoradores de Emeria descobriram que ela não passava de uma lembrança distorcida de Emrakul, abandonaram os templos de sua deusa. Os santuários desertos agora servem como áreas de procriação para as arraias.",Arraia das Nuvens
U,Portuguese (Brazil),Criatura — Tritão Batedor Aliado,{4}{U}: A criatura alvo não pode ser bloqueada neste turno.,"""Ela conhece cada canto dessa costa, tanto acima quanto abaixo da superfície, e tem esconderijos por todo o caminho. Ela vai fazer você chegar lá.""— Jori En, líder de expedição",Guia de Elmo de Coral
U,Portuguese (Brazil),Encantamento,As criaturas que seus oponentes controlam recebem -1/-0.,"""Agora fiquem quietos, vermes medonhos.""— Noyan Dar, mago do turbilhão de Tazeem",Pulso Amortecedor
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica instantânea alvo.,"""Eu disse que devíamos destruir os Eldrazi. Ugin queria colocá-los novamente em estase. Os argumentos dele... não foram convincentes.""— Jace Beleren",Delir
U,Portuguese (Brazil),Feitiço,Convergir — Ganhe o controle da criatura alvo se o poder dela for igual ou inferior ao número de cores de mana gasto para conjurar Exercer Influência.,"""Eu não posso controlar a mente dele — sequer tenho certeza de que ele possua uma. Mas eu posso dominar a vontade dele.""",Exercer Influência
U,Portuguese (Brazil),Criatura — Humano Mago Aliado,"Quando Convocadora das Marés de Halimar entra no campo de batalha, você pode devolver o card alvo com despertar do seu cemitério para a sua mão.As criaturas terreno que você controla têm voar.","""Acalmar as ondas? Por que eu faria isso?""",Convocadora das Marés de Halimar
U,Portuguese (Brazil),Mágica Instantânea,"Convergir — As criaturas que seus oponentes controlam recebem -X/-0 até o final do turno, sendo X o número de cores de mana gasto para conjurar Truque do Mago do Turbilhão.Compre um card.",O clima em Zendikar é imprevisível — a menos que seja você quem lhe diz o que fazer.,Truque do Mago do Turbilhão
U,Portuguese (Brazil),Encantamento — Aura,Encantar criaturaA criatura encantada recebe -6/-0 e perde voar.,"Depois de se dar ao trabalho de roubar um bidente de um deus em outro mundo, Kiora estava ansiosa para testar suas capacidades.",Espirais Esmagadoras
U,Portuguese (Brazil),Feitiço,"Use vidência X, sendo X o custo de mana convertido mais alto dentre os das permanentes que você controla, e depois compre três cards.","""Você me fala da ameaça de Ulamog. Mas não se esqueça: eles vieram em três.""— Ugin, para Jace Beleren",Visão de Ugin
U,Portuguese (Brazil),Criatura — Elemental,"VoarAterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Elemental Asa-de-onda recebe +2/+2 até o final do turno.","""Está vendo? Tazeem inteira está no limite.""— Noyan Dar, mago do turbilhão de Tazeem",Elemental Asa-de-onda
B,Portuguese (Brazil),Mágica Instantânea,"Como custo adicional para conjurar Colheita do Altar, sacrifique uma criatura.Compre dois cards.","""Vou garantir minha vingança contra Zendikar uma alma por vez.""— Ob Nixilis",Colheita do Altar
B,Portuguese (Brazil),Criatura — Vampiro Xamã Aliado,"Toda vez que você ganhar pontos de vida, coloque um marcador +1/+1 em Vampiro do Elo de Sangue.","""Deixem que os vampiros se unam a nós. Nessa guerra, não podemos mais nos dar ao luxo de escolher nossos camaradas.""— General Tazri, comandante aliada",Vampiro do Elo de Sangue
B,Portuguese (Brazil),Feitiço,"Como custo adicional para conjurar Estacas Ósseas, sacrifique uma criatura.Destrua a criatura alvo.","Muito inferiores em número, os zendikari encontraram formas criativas de equilibrar as coisas.",Estacas Ósseas
B,Portuguese (Brazil),Criatura — Vampiro,"Quando Cativo Portador morrer, coloque no campo de batalha uma ficha de criatura incolor 1/1 do tipo Rebento Eldrazi. Ela tem ""Sacrifique esta criatura: Adicione {1} à sua reserva de mana."".","""Vamos chorar por nossas perdas mais tarde. Primeiro precisamos acabar com seu sofrimento.""— Drana, grã-vampira Kalastria",Cativo Portador
B,Portuguese (Brazil),Criatura — Vampiro,"VoarToda vez que você ganha pontos de vida, o oponente alvo perde uma quantidade equivalente de pontos de vida.","""A despeito de sua bravata, os mortais são frágeis. Para que Zendikar resista, seus senhores precisam salvá-la.""— Drana, grã-vampira Kalastria",Senhor Vampiro Audaz
