colors,language,type,text,flavor,title,raw_text
G,Portuguese (Brazil),Feitiço,"Procure até três cards de terreno básico em seu grimório, coloque-os no campo de batalha virados e depois embaralhe seu grimório. Você ganha 7 pontos de vida.","Com sua ligação com o plano restaurada, Nissa sentiu o poder de Zendikar invadi-la.",Renovação de Nissa,"Renovação de Nissa - Procure até três cards de terreno básico em seu grimório, coloque-os no campo de batalha virados e depois embaralhe seu grimório. Você ganha 7 pontos de vida. Com sua ligação com o plano restaurada, Nissa sentiu o poder de Zendikar invadi-la."
G,Portuguese (Brazil),Criatura — Humano Xamã,{8}: Invocador de Oran-Rief recebe +5/+5 e ganha atropelar até o final do turno.,"""O mundo não era hostil a nós — ele sequer nos notava, e nós não representávamos qualquer perigo.""— Os Contos do Invocador",Invocador de Oran-Rief,"Invocador de Oran-Rief - {8}: Invocador de Oran-Rief recebe +5/+5 e ganha atropelar até o final do turno. ""O mundo não era hostil a nós — ele sequer nos notava, e nós não representávamos qualquer perigo.""— Os Contos do Invocador"
G,Portuguese (Brazil),Criatura — Besta,"Atropelar, resistência a magia","""Ele pode enfrentar os Eldrazi, mas não o tome erroneamente por camarada, Gideon. Ele não está interessado no seu conceito de força através da união.""— Najiya, líder dos Tajuru",Esmagador Blindado,"Esmagador Blindado - Atropelar, resistência a magia ""Ele pode enfrentar os Eldrazi, mas não o tome erroneamente por camarada, Gideon. Ele não está interessado no seu conceito de força através da união.""— Najiya, líder dos Tajuru"
G,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo com voar.,"A lâmina da elfa penetrou fundo na trama carnosa do zangão Eldrazi. Sem um som sequer, o zangão perdeu o equilíbrio e caiu dos céus.",Tombar,"Tombar - Destrua a criatura alvo com voar. A lâmina da elfa penetrou fundo na trama carnosa do zangão Eldrazi. Sem um som sequer, o zangão perdeu o equilíbrio e caiu dos céus."
G,Portuguese (Brazil),Feitiço,"Destrua o artefato, encantamento ou terreno alvo.","""Este mundo está se cansando da longa ocupação.""— Nissa Revane",Vinhas Reclamantes,"Vinhas Reclamantes - Destrua o artefato, encantamento ou terreno alvo. ""Este mundo está se cansando da longa ocupação.""— Nissa Revane"
G,Portuguese (Brazil),Criatura — Fungo,"Toda vez que outra criatura que você controla morrer, coloque um marcador +1/+1 em Trôpego Putrefato.","""Se eu morrer, me dê de comida a um trôpego. Pelo menos assim eu vou estar fazendo algum bem.""— Ryza, batedora de Oran-Rief",Trôpego Putrefato,"Trôpego Putrefato - Toda vez que outra criatura que você controla morrer, coloque um marcador +1/+1 em Trôpego Putrefato. ""Se eu morrer, me dê de comida a um trôpego. Pelo menos assim eu vou estar fazendo algum bem.""— Ryza, batedora de Oran-Rief"
G,Portuguese (Brazil),Criatura — Felino,"Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Leopardo-de-foice recebe +1/+1 até o final do turno.","Os Eldrazi não são a presa preferida do leopardo, mas são melhor que nenhuma.",Leopardo-de-foice,"Leopardo-de-foice - Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Leopardo-de-foice recebe +1/+1 até o final do turno. Os Eldrazi não são a presa preferida do leopardo, mas são melhor que nenhuma."
G,Portuguese (Brazil),Feitiço,Olhe os quatro cards do topo do seu grimório. Você pode revelar um card de criatura ou terreno dentre eles e colocá-lo em sua mão. Coloque o restante no fundo de seu grimório em qualquer ordem.,"""No meu tempo livre, eu costumava pintar paisagens. Agora as paisagens desaparecem mais rápido que o meu tempo livre.""",Buscar o Mundo Selvagem,"Buscar o Mundo Selvagem - Olhe os quatro cards do topo do seu grimório. Você pode revelar um card de criatura ou terreno dentre eles e colocá-lo em sua mão. Coloque o restante no fundo de seu grimório em qualquer ordem. ""No meu tempo livre, eu costumava pintar paisagens. Agora as paisagens desaparecem mais rápido que o meu tempo livre."""
G,Portuguese (Brazil),Criatura — Besta,"Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Gnarlid Trinchador recebe +1/+1 até o final do turno.",Todos os seres de Zendikar sentem a convulsão que acompanha os Eldrazi.,Gnarlid Trinchador,"Gnarlid Trinchador - Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Gnarlid Trinchador recebe +1/+1 até o final do turno. Todos os seres de Zendikar sentem a convulsão que acompanha os Eldrazi."
G,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe +2/+2 até o final do turno. Você pode colocar um card de terreno de sua mão no campo de batalha.,"""Nissa não é a única com uma conexão profunda com os elementos primais de Zendikar.""— Kiora",Onda de Crescimento,"Onda de Crescimento - A criatura alvo recebe +2/+2 até o final do turno. Você pode colocar um card de terreno de sua mão no campo de batalha. ""Nissa não é a única com uma conexão profunda com os elementos primais de Zendikar.""— Kiora"
G,Portuguese (Brazil),Feitiço,"Procure um card de terreno em seu grimório, revele-o e coloque-o em sua mão. Depois, embaralhe seu grimório.","""Enquanto houver um único fragmento de vida, haverá esperança.""— Nissa Revane",Auspício Silvestre,"Auspício Silvestre - Procure um card de terreno em seu grimório, revele-o e coloque-o em sua mão. Depois, embaralhe seu grimório. ""Enquanto houver um único fragmento de vida, haverá esperança.""— Nissa Revane"
G,Portuguese (Brazil),Criatura — Elfo Guerreiro Aliado,"Reunir — Toda vez que Mestre das Feras Tajuru ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla recebem +1/+1 até o final do turno.","""Minha montaria não precisa de rédea nem de sela. Nós dois temos um propósito em comum.""",Mestre das Feras Tajuru,"Mestre das Feras Tajuru - Reunir — Toda vez que Mestre das Feras Tajuru ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla recebem +1/+1 até o final do turno. ""Minha montaria não precisa de rédea nem de sela. Nós dois temos um propósito em comum."""
G,Portuguese (Brazil),Criatura — Elfo Batedor Aliado,Convergir — Defensor Tajuru entra no campo de batalha com um marcador +1/+1 para cada cor de mana gasto para conjurá-la.,"""Em sua hora de dificuldade, toda a Zendikar grita de dor. Você está ouvindo?""",Defensor Tajuru,"Defensor Tajuru - Convergir — Defensor Tajuru entra no campo de batalha com um marcador +1/+1 para cada cor de mana gasto para conjurá-la. ""Em sua hora de dificuldade, toda a Zendikar grita de dor. Você está ouvindo?"""
G,Portuguese (Brazil),Criatura — Elfo Guerreiro Aliado,"Reunir — Toda vez que Invocador de Guerra Tajuru ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla recebem +2/+2 até o final do turno.","Seu grito de guerra vai muito além dos elfos Tajuru, inspirando todos que o escutam.",Invocador de Guerra Tajuru,"Invocador de Guerra Tajuru - Reunir — Toda vez que Invocador de Guerra Tajuru ou outro Aliado entra no campo de batalha sob seu controle, as criaturas que você controla recebem +2/+2 até o final do turno. Seu grito de guerra vai muito além dos elfos Tajuru, inspirando todos que o escutam."
G,Portuguese (Brazil),Criatura — Besta,"Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Baloth Territorial recebe +2/+2 até o final do turno.",Ele não sabe nada sobre Planeswalkers nem Eldrazi. Só sabe que há novos intrusos em seu território.,Baloth Territorial,"Baloth Territorial - Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, Baloth Territorial recebe +2/+2 até o final do turno. Ele não sabe nada sobre Planeswalkers nem Eldrazi. Só sabe que há novos intrusos em seu território."
G,Portuguese (Brazil),Criatura — Elemental,"Vigilância, atropelarConvergir — Andarilho da Floresta entra no campo de batalha com um marcador +1/+1 para cada cor de mana gasto para conjurá-lo.","""Os elementos entendem melhor que qualquer um que ações falam mais alto que palavras.""— Gideon Jura",Andarilho da Floresta,"Andarilho da Floresta - Vigilância, atropelarConvergir — Andarilho da Floresta entra no campo de batalha com um marcador +1/+1 para cada cor de mana gasto para conjurá-lo. ""Os elementos entendem melhor que qualquer um que ações falam mais alto que palavras.""— Gideon Jura"
W,Portuguese (Brazil),Criatura — Humano Clérigo,"Durante o seu turno, seus oponentes não podem conjurar mágicas nem ativar habilidades de artefatos, criaturas ou encantamentos.","""Você acha que, por ter mapeado o terreno, ele é seu. A ideia é sua, nada mais.""",Abolidor-mor,"Abolidor-mor - Durante o seu turno, seus oponentes não podem conjurar mágicas nem ativar habilidades de artefatos, criaturas ou encantamentos. ""Você acha que, por ter mapeado o terreno, ele é seu. A ideia é sua, nada mais."""
R,Portuguese (Brazil),Artefato,"Quando Extrusor de Legiões entra no campo de batalha, ele causa 2 pontos de dano a qualquer alvo.
{2}, {T}, sacrifique outro artefato: Crie uma ficha de criatura artefato Golem incolor 3/3.","Quando a porta do cofre se abriu, máquinas de guerra ancestrais fizeram um estrondo e voltaram à vida.",Extrusor de Legiões,"Extrusor de Legiões - Quando Extrusor de Legiões entra no campo de batalha, ele causa 2 pontos de dano a qualquer alvo. {2}, {T}, sacrifique outro artefato: Crie uma ficha de criatura artefato Golem incolor 3/3. Quando a porta do cofre se abriu, máquinas de guerra ancestrais fizeram um estrondo e voltaram à vida."
R,Portuguese (Brazil),Feitiço,"Crie uma ficha que seja uma cópia do artefato ou da criatura alvo que você controla, exceto por ser um artefato além de seus outros tipos. Ela ganha ímpeto até o final do turno. Sacrifique-a no início da próxima etapa final.","Ninguém conhecia esse lado de Angeline, nem mesmo ela.",Duplicação Fundente,"Duplicação Fundente - Crie uma ficha que seja uma cópia do artefato ou da criatura alvo que você controla, exceto por ser um artefato além de seus outros tipos. Ela ganha ímpeto até o final do turno. Sacrifique-a no início da próxima etapa final. Ninguém conhecia esse lado de Angeline, nem mesmo ela."
G,Portuguese (Brazil),Artefato,"Toda vez que você conjura uma mágica de uma ou mais cores, você pode ganhar 1 ponto de vida por cada cor daquela mágica. Faça isso apenas uma vez por turno.
{T}: Adicione um mana de qualquer cor.","""Acho que aquela coisa está tentando roubar o meu emprego!""
— Bill Espeto, jardineiro cactoide",Cornucópia Vetusta,"Cornucópia Vetusta - Toda vez que você conjura uma mágica de uma ou mais cores, você pode ganhar 1 ponto de vida por cada cor daquela mágica. Faça isso apenas uma vez por turno. {T}: Adicione um mana de qualquer cor. ""Acho que aquela coisa está tentando roubar o meu emprego!"" — Bill Espeto, jardineiro cactoide"
G,Portuguese (Brazil),Criatura — Humano Artesão,"Quando Salvadora da Tempestade de Areia entrar no campo de batalha, crie uma ficha de criatura artefato Golem incolor 3/3.
{2}, {T}: Coloque um marcador +1/+1 em cada ficha de criatura que você controla. Elas ganham atropelar até o final do turno.","Mora não queria amizades, mas ela gostava da ideia de ter alguém que a protegia.",Salvadora da Tempestade de Areia,"Salvadora da Tempestade de Areia - Quando Salvadora da Tempestade de Areia entrar no campo de batalha, crie uma ficha de criatura artefato Golem incolor 3/3. {2}, {T}: Coloque um marcador +1/+1 em cada ficha de criatura que você controla. Elas ganham atropelar até o final do turno. Mora não queria amizades, mas ela gostava da ideia de ter alguém que a protegia."
W,Portuguese (Brazil),Criatura — Humano Soldado,"Vigilância
{2}{R}: As criaturas que você controla recebem +1/+0 até o final do turno.","Escudos levantados, lanças empunhadas, calcanhares posicionados, corações resolutos.",Falange Acrosana,"Falange Acrosana - Vigilância {2}{M}: As criaturas que você controla recebem +1/+0 até o final do turno. Escudos levantados, lanças empunhadas, calcanhares posicionados, corações resolutos."
W,Portuguese (Brazil),Criatura — Humano Soldado,"Voar
Heroico — Toda vez que você conjurar uma mágica cujo alvo seja Guardião Alado Acrosano, coloque um marcador +1/+1 em Guardião Alado Acrosano.","""Confie em mim. Quando receber a proteção de um deus, você saberá.""",Guardião Alado Acrosano,"Guardião Alado Acrosano - Voar Heroico — Toda vez que você conjurar uma mágica cujo alvo seja Guardião Alado Acrosano, coloque um marcador +1/+1 em Guardião Alado Acrosano. ""Confie em mim. Quando receber a proteção de um deus, você saberá."""
W,Portuguese (Brazil),Criatura Encantamento — Humano Soldado,"As criaturas que você controla têm iniciativa.
As criaturas que seus oponentes controlam perdem iniciativa e não podem ter nem ganhar iniciativa.","""Pela minha experiência, os soldados seguem mais fervorosamente os generais que lideram dando o exemplo."" — Elspeth",Arquétipo da Coragem,"Arquétipo da Coragem - As criaturas que você controla têm iniciativa. As criaturas que seus oponentes controlam perdem iniciativa e não podem ter nem ganhar iniciativa. ""Pela minha experiência, os soldados seguem mais fervorosamente os generais que lideram dando o exemplo."" — Elspeth"
